context,question,answer,source_doc,groundedness_score,relevance_score
"Things We Have Done 
 In this chapter we have 
   •   looked at authentication and authorization  
  •   mapped the permissions needed by each user    •   created new SQL logins and users    •   created a role to contain the permissions for the student user    •   created stored procedures and a view  
  •   granted permissions on the procedures and view to the role    •   done a preliminary threats assessment  
  •   looked at basic disaster recovery    
Vocabulary
Match the definitions to the vocabulary words: 
1.   Authentication  
2.   Authorization  
3.   Disaster recovery plan  
4.   Permission  5.   Policies  6.   Procedures  7.   Roles  
8.   Schema  
9.   Stored procedures  
10.   Views      — a.   An action that a user has been granted the right to do in a database  
  — b.   A stored query or filter that reflects a user’s view of the data    — c.   The process of confirming a user is who he or she claims to be  
  — d.   A set of related permissions  
  — e.   A rule for how to do some activity    — f.   One or more SQL statements grouped to be executed together    — g.   The processes of assigning permissions to authenticated users    — h.   A plan to recover data and maintain availability after any kind of disaster  
  — i.   Step-by-step plan for accomplishing a task  
  — j.   Object ownership in a database  
Things to Look Up 
 1.   Find some best practices for creating strong passwords.  
 2.   Find out how MySQL manages basic authentication and 
authorization.
 3.   Find out how Microsoft Access manages basic authentica-
tion and authorization.  4.   Look up some best practices for Disaster recovery.  
 5.   Find a tutorial on stored procedures in SQL Server.  
 6.   Find some best practices for securing SQL Server.","What is the process of confirming a user is who he or she claims to be in the context of databases?
","Authentication is the process of confirming a user's identity in the context of databases. It involves verifying the user's credentials, such as a username and password, to ensure they are who they claim to be before granting access to the database",databases/db2.pdf,3,4
"168 Chapter 8 • Is It Secure?
TABLE OF ADDITIONAL SQL KEY WORDS 
Table 8-10 Additional Keywords 
Term Description
AS Used with stored procedures and views to mark the beginning of the body of the procedure or view. 
BEGIN Marks the beginning of a block. Often used with other keywords such as BEGIN TRAN  andBEGIN
TRY.
CATCH WithBEGIN  andEND, it marks a block to catch and handle any errors cast from code in a TRY block. 
COMMIT WithTRAN , it completes all the SQL statements in the current transaction and where necessary writes 
them to the database. 
CREATE Used with an object type to create an instance of that object. For example, CREATE PROC ,CREATE
TABLE , andCREATE VIEW . (Once an object is created, it can be edited by using the keyword ALTER
instead of CREATE .)
DECLARE Declares a variable. All SQL Server variables begin with @ and must be given a data type. For example, 
DECLARE  @ StudentKey NCHAR(10). 
DEFAULT_DATABASE Sets the default database for a login. 
END Ends a block. Often used with other keywords such as END TRAN ,END TRY , andEND CATCH .
EXISTS Used with a subquery, it returns a Boolean. True if the query returns any values, false if not. GRANT WithON and an object name, grants a permission to a user or role. 
IF Tests an expression to see if it is true or false (Any expression must return a Boolean.) If it is true, one 
branch of code can be executed, if it is false, another branch. 
LOGIN WithCREATE , it adds a login to the Server. 
PASSWORD Sets the password for an SQL Server login. 
PROCEDURE (PROC)  An object that stores a set of related SQL code that is meant to be executed as one process. It can be 
used to safely handle user input and output. A user can be granted permissions to execute a stored 
procedure without being given permissions on the underlying tables. 
ROLE WithCREATE , it adds a role to the database. 
ROLLBACK Used with TRANSACTION , it undoes any statements contained within that TRANSACTION .","What is the purpose of the SQL keyword ""AS"" when used with stored procedures and views?
","The SQL keyword ""AS"" is used with stored procedures and views to mark the beginning of the body of the procedure or view. It indicates the start of the definition for the stored procedure or view, allowing the user to specify the actions that the procedure or view should perform",databases/db2.pdf,5,5
"Chapter 8 • Is It Secure? 169
BEGIN TRAN 
BEGIN TRY 
INSERT INTO REQUEST( RequestKey,CourseKey,RequestDate,RequestStatus,StudentKey)Values(@RequestKey,@CourseKey,@Date,@Status,@StudentKey)
COMMIT TRAN END TRY BEGIN CATCH 
ROLLBACK TRAN 
END CATCH  7.   What are the names of parameters in the procedure?  
 8.   What are the names of the variables?  
 9.   What happens to the transaction if there is no error?  
 10.   What happens to the transaction if there is an error?  
 11.   Why do you need a  TRY CATCH   with a  TRANSACTION?
Scenarios
WILD WOOD APARTMENTS 
 The apartment managers at Wild Wood like what you have 
done so far, but as the database takes shape, they have begun to worry about security. The tenant information should not be 
 accessible to just anyone. And they would like to keep the 
 financial information internal, and not let outsiders or other companies see the details of their operation. 
 1.   Create tables of the data access needs of your users.  
 2.   Create a security plan that includes authentication and 
 authorization and general policies and procedures. Consider 
the use of roles, stored procedures, views, and other tools. 
 3. Documentation:   Document and define all the aspects of 
your plan. 
 4.   Create a preliminary threat analysis.  
 5.   Make a preliminary disaster management plan.  
 6.   Create a view of the data that is tailored to the needs of 
one of your uses. 
 7.   For extra-credit, create a stored procedure that executes 
one of the basic activities for your database (making a 
rent payment, for instance, or a maintenance request). 
VINCE’S VINYL 
 Having shown Vince your work so far, you broach the topic of 
security. At first, Vince doesn’t see much need for security mea-sures, but you point out a few areas where that should be consid-
ered. For one thing, Vince probably doesn’t want to share his list","What is the purpose of using a TRY CATCH block with a TRANSACTION in the provided context?
","The purpose of using a TRY CATCH block with a TRANSACTION in the provided context is to ensure that the transaction is rolled back in case of an error, maintaining the integrity of the data by undoing any changes made during the transaction. This mechanism helps prevent data corruption or inconsistencies due to unhandled exceptions or errors during the execution of the TRANSACTION",databases/db2.pdf,5,5
"security. At first, Vince doesn’t see much need for security mea-sures, but you point out a few areas where that should be consid-
ered. For one thing, Vince probably doesn’t want to share his list 
of interested customers. That is valuable information in itself, and his customers will have an expectation of  privacy. Additionally, the day-to-day financial information concerning sales and purchases is probably best not available for general 
public perusal. You also point out that it is important that Vince 
be able to trust his data. He needs to know that no one has acci-dentally, or on purpose, messed up his inventory or sales data. 
 1.   Create tables of the data access needs of Vince’s users.  
 2.   Create a security plan that includes authentication and 
 authorization and general policies and procedures. Consider the use of roles, stored procedures, views, and other tools.  3. Documentation:   Document and define all the aspects of 
your plan. 
 4.   Create a preliminary threat analysis.  
 5.   Make a preliminary disaster management plan.  
 6.   Create a view of the data that is tailored to the needs of 
one of your uses. 
 7.   For extra-credit, create a stored procedure that executes 
one of the basic activities for your database (purchasing an album, for instance, or recording a customer request). 
GRANDFIELD COLLEGE 
 As with any database, data integrity is important to the software database at Granfield College. If the data are audited, they have to show that they know what software they have, how it is licensed, 
and on which machines it is installed. Accident and error are the 
most likely threats to their data integrity, but it is always possible that someone might try to purposely disrupt their data. 
 1.   Create tables of the data access needs of your users.  
 2.   Create a security plan that includes authentication and 
authorization and general policies and procedures. 
Consider the use of roles, stored procedures, views, and other tools.","What is an important consideration for Vince regarding his list of interested customers?
","Vince's list of interested customers is valuable information and his customers have an expectation of privacy, so it is important to consider security measures to protect this information",databases/db2.pdf,5,4
"2.   Create a security plan that includes authentication and 
authorization and general policies and procedures. 
Consider the use of roles, stored procedures, views, and other tools. 
 3. Documentation:   Document and define all the aspects of 
your plan. 
 4.   Create a preliminary threat analysis.  
 5.   Make a preliminary disaster management plan.  
 6.   Create a view of the data that is tailored to the needs of 
one of your uses. 
 7.   For extra-credit, create a stored procedure that executes 
one of the basic activities for your database (installing a piece of software, for instance, or processing a software request). 
WESTLAKE RESEARCH HOSPITAL 
 Security has always been a part of the WestLake Hospital’s data-base. In a double-blind study, it is absolutely essential that no one tampers with the data. Also, patient confidentiality and the sensitive nature of the study require that the patients’ records","What is an essential security measure for the database used in a double-blind study at WestLake Hospital?
","At WestLake Research Hospital, it is essential that no one tampers with the data in a double-blind study. Therefore, a critical security measure for their database is to prevent unauthorized access and modifications to the data. This can be achieved through various means such as authentication, authorization, and the use of roles, stored procedures, and views to control access and operations on the data",databases/db2.pdf,3,5
"170 Chapter 8 • Is It Secure?
and the records of their sessions with the doctors be kept abso-
lutely private and secure. The researchers are anxious to see 
your plan for securing the data. 
 1.   Create tables of the data access needs of your users.  
 2.   Create a security plan that includes authentication and 
authorization and general policies and procedures. Consider the use of roles, stored procedures, views, and other tools. 
 3. Documentation:   Document and define all the aspects of 
your plan. 
 4.   Create a preliminary threat analysis.  
 5.   Make a preliminary disaster management plan.  
 6.   Create a view of the data that is tailored to the needs of 
one of your uses. 
 7.   For extra-credit, create a stored procedure that executes 
one of the basic activities for your database (making an appointment, for instance, or letting patients see some of their doctors’ session notes on them.) SUGGESTIONS FOR SCENARIOS 
 Security is difficult, and each of these scenarios has very differ-ent security needs. First think about the authentication. Who is going to use the database? Are there many potential users or 
just a few? If there are many, you might consider whether they naturally fall into just a few roles. If there are only very few, you 
might just use individual logins. 
 Next, I would think about the different users or groups of 
users. What permissions do they need on the tables to do their work? Then look at the threats. Where are the potential 
areas for attack, but also where are the potential areas for 
mistakes and bad data entry? Consider whether creating stored procedures and views could lessen those areas of vulnerability. 
 Finally, identify the ways the data could be harmed or lost. 
What policies and procedures would help minimize that poten-
tial loss? These are what make up your disaster plan.","How can stored procedures and views help improve database security?
","Stored procedures and views can help improve database security by lessening potential areas of vulnerability, such as mistakes and bad data entry. They can also provide a way to control permissions and access to specific data, adding an extra layer of security. By defining and using stored procedures and views, developers can create a more secure database system",databases/db2.pdf,3,5
"172 Appendix A • Using Microsoft Access with the Book
FIGURE A-2 Tutor Table 
Table A-1 Some Access Data Types 
Microsoft Access Data Type  SQL Server Data Type 
Text Varchar()
Yes/No Bit
Numeric Default is INT, Date/Time To make the table resemble the Date data type, choose the 
format “short date”; to make it match the datetime data type, choose the “General” format; to make it resemble the 
time data type, choose the format “Long Time” 
Memo Varchar(max)
 Create the remaining tables the same way, remembering to remove the ID column 
that Access adds.  
CREATING THE RELATIONSHIPS 
 Once the tables have been created, you can add the relationships. From the ribbon tabs select “Database Tools.” On the Database Tools ribbon, click the “Relationship” icon. In the Show Dialog box, click on the first table, hold down the Shift key, and then click on the last table. Click the “add” button. This will load all the tables into the Relationship window. It should look something like this:    
 The tables can be moved around however you wish to make viewing them more 
convenient. To create a relationship, select the key field in the table on the one side of the relationship and drag it to the corresponding foreign key in the many side of the relationship. This will pop up the following dialog box:","How do you create relationships in Microsoft Access?
","To create relationships in Microsoft Access, select ""Database Tools"" from the ribbon tabs, click the ""Relationship"" icon, and then click on the first table, holding down the Shift key and clicking on the last table. Next, click the ""add"" button to load all the tables into the Relationship window. Afterward, select the key field in the table on the one side of the relationship and drag it to the corresponding foreign key in the many side of the relationship. This will prompt a dialog box where you can specify the relationship's properties",databases/db2.pdf,5,5
"Appendix A • Using Microsoft Access with the Book 173
FIGURE A-3 Relationship
Window
FIGURE A-4 Edit Relationships 
Dialog
 Make sure that the tables and the fields are correct. Check the Enforce Referential 
Integrity check box. Then click create. 
 When you are done, your relationships should look something like this. The tables 
have been rearranged to show more clearly.    
ADDING DATA 
 To add data to the tables, close the Relationship window. Double click on a table name in the All Tables list. This will open the table in the add/edit mode: 
 Do this for all the remaining tables. It is important that you do them in the proper 
order. Parent tables must be completed before child tables.","How should one arrange tables when creating relationships in Microsoft Access?
","In Microsoft Access, when creating relationships between tables, it's recommended to arrange them in a way that shows the connections more clearly, especially when some tables are parent tables and others are child tables, which must be completed in a specific order",databases/db2.pdf,3,4
"APPENDIX B 
SQL Server Express 
    This appendix is meant to describe generally how to get and install SQL Express and 
how to navigate through some of the features used in the book. It is not meant to repeat all the step-by-step instructions listed in the book or provide a full description of the menus and features of SQL Express. 
WHERE TO GET SQL SERVER EXPRESS 
 SQL Server Express can be downloaded for free from Microsoft. Just go to  http://www.
microsoft.com   and enter SQL Express in the search box. Usually, there are a couple of 
choices of what to download. Make sure that you download the one that is appropriate to your operating system (×86 32 bit or 64 bit). Also, if possible, choose one that has the management studio included. If not, you will have to download the management stu-dio separately. 
 SQL Server is a part of the default install with any full version of Visual Studio, 
though the management studio is not included. It is possible to build databases, data-base tables, and add data from within the Visual Studio environment, but for compati-bility with the book and ease of use, it is recommended that you download and install the management studio separately. It is not necessary to download and reinstall SQL Server Express itself. 
INSTALLATION
 After downloading the file, double click it to run the installation program. Accept the defaults. Use Windows authentication. If prompted, add the current Windows account to the administrators group.  
THE MANAGEMENT STUDIO 
 When you open the management studio, you will need to connect to an instance of SQL Server. The SQL Express service is named [computer name]\sqlexpress. You can enter the relative path “.\sqlexpress.” Use Windows Authentication and press Connect.   
FIGURE B-1 Connect to Server 
178","How can I download the SQL Server Express management studio separately?
","You can download the SQL Server Express management studio separately from the same website, <http://www.microsoft.com>. Just search for SQL Express and ensure you choose the one compatible with your operating system. If the management studio is not included in the initial download, you will need to download it separately",databases/db2.pdf,5,5
"Appendix B • SQL Server Express 179
 The first look of SQL Server can vary, but the following is a typical view.    
FIGURE B-2 Typical View 
 The first thing to look at is the Object Explorer. The Object Explorer shows all the 
objects related to the server. Related objects are grouped in folders. For the purposes of the book, we will focus on the Database folder and the Security folder. Clicking the “+” beside the folder will expand a folder and show its contents. Right clicking a folder will open a context menu with all the options for that object type. Right clicking on the Database folder will provide several options including “Create Database.” Once the database is created, you can click the “+” beside the database to expand its contents. Right clicking on the Tables folder opens a menu that contains “Create Table.” Expanding the folder of a particular table reveals a Columns folder that can also be  expanded to show the particular table’s columns.    
FIGURE B-3 Expanding Table 
and Columns Folders","How can I create a new database in SQL Server using Object Explorer?
","To create a new database in SQL Server using Object Explorer, you can right-click on the ""Database"" folder, and then select ""Create Database"" from the context menu. This will allow you to specify the name and other properties of the new database",databases/db2.pdf,5,5
"180 Appendix B • SQL Server Express
 The Database Diagram folder contains database diagrams. Right clicking on this 
folder the first time will open a dialog.    
 Saying OK will enable you to make a new database diagram. 
 It is important to realize security folders exist in two distinct places. Each database 
has its own security folder for database-specific security objects including Users. Each server also has a Security folder for server-level security, including Logins: 
FIGURE B-4 Database Diagram 
Support Materials Dialog 
FIGURE B-5 Security Folders","Where are the security folders located in SQL Server Express?
","In SQL Server Express, security folders exist in two distinct places - each database has its own security folder for database-specific security objects including Users, and each server also has a Security folder for server-level security, including Logins",databases/db2.pdf,5,4
"APPENDIX C 
Visio
    Microsoft’s Visio Professional is a modeling and diagramming program. It is consid-
ered a Microsoft Office program but does not ship with Office. It must be purchased separately. Visio comes in different editions: Standard, Professional, and Enterprise. The standard edition does not contain the Database Model Diagram template. To get it, you need to have at least Microsoft Professional. (The Professional version is available to students at low or no cost in schools which belong to Microsoft’s Academic Alliance.) 
 Visio has a rich set of templates for modeling everything from a household garden 
space to complex software components. The scope of these templates is much too rich and varied to be covered here. This appendix will only focus on the Data Modeling template used in  Chapter   4   . 
OPENING THE DATA MODEL TEMPLATE 
 When you open Visio, choose “Software and Database” under Template Categories. Then choose “Database Model Diagram.” You can choose U.S. Units or Metric for a measurement unit. This only affects the background grid. If you choose U.S. Units, the grid will be arranged in inches, if metric, in centimeters. 
181
FIGURE C-1 New Database 
Model Diagram 
 Click the “Create” button to create a diagram.  
COMPONENTS OF THE DATABASE MODEL DIAGRAM 
 Following is a picture of the Database Model Diagram template when it first opens. 
Yours may vary depending on previous sessions and what options are selected.","What measurement units are available in Microsoft's Visio Professional when creating a Database Model Diagram?
","In Microsoft's Visio Professional, users can choose between U.S. Units (which arrange the grid in inches) and Metric (which arrange the grid in centimeters) when creating a Database Model Diagram",databases/db2.pdf,3,4
"Appendix C • Visio 183
RELATIONSHIPS
 To create a relationship, drag a relationship shape onto the grid. Take the arrow end 
and drag it to the center of the primary key side of the relationship. The outline of the entity will turn red when the end is connected to the entity. Take the other end of the relationship shape and drag it to the foreign key entity. It will also turn red when con-nected. Visio will also add the primary key column to the child entity as a foreign key. 
 When the Relationship is selected, you can alter its properties. In particular, if you 
select the “Miscellaneous” category, you can set the cardinality of the relationship. 
FIGURE C-4 Entity Definition 
FIGURE C-5 Relationship
Properties","How do you set the cardinality of a relationship in Visio?
","In Visio, you can set the cardinality of a relationship by selecting the ""Miscellaneous"" category in the relationship's properties",databases/db2.pdf,5,4
"184 Appendix C • Visio
 If you need the foreign key to be a part of a composite key in the child, select the 
Child entity, and under the Columns properties, check the PK checkbox for that column.    
FIGURE C-6 Column Definition 
DATABASE OPTIONS 
 On the Database tab are two very important dialogs for setting diagram options. The 
Database Drivers option lets you choose the underlying database type. You can use it, for instance, to change the type from Microsoft Access to SQL Server.    
FIGURE C-7 Database Drivers 
Dialog","How can I set the database type in Visio?
","In Visio, you can change the database type by going to the Database tab and selecting the Database Drivers option, which allows you to choose the underlying database type such as from Microsoft Access to SQL Server",databases/db2.pdf,5,5
"Appendix C • Visio 185
 The Display Options on the Database tab will open the Document dialog box that 
lets you change things about the way the model is displayed in Visio. Under the Relationship tab of this dialog, you can change from the default arrow-headed relation-ships to the crow’s feet relationships used in the book.   
FIGURE C-8 Database
Document Options","How can I change the default arrow-headed relationships to crow's feet relationships in Visio?
","To change the default arrow-headed relationships to crow's feet relationships in Visio, go to the Database tab and open the Document dialog box. Under the Relationship tab of this dialog, you can select the crow's feet relationships option, which is the one used in the book",databases/db2.pdf,5,4
"186   APPENDIX D 
Common Relational Patterns 
    There are many types of relations that occur over and over again in relational design. 
ONE TO MANY 
 This is the normal relationship between any two tables. One department can contain 
many employees.   
Department
PK DepartmentKey
Employee
PK EmployeeKey
FK1 DepartmentKey
FIGURE D-1 One to Many 
LINKING TABLE 
 Every man-to-many relation must be resolved into two one-to-many relationships by 
means of a linking table. One book can have many authors; one author can write many books. The linking table often has a composite key consisting of the foreign keys from the two tables it resolves.   
Book
PK BookKeyAuthor
PK AuthorKey
BookAuthor
PK,FK1 BookKey
PK,FK2 AuthorKey
FIGURE D-2 Linking Table 
LOOKUP TABLE 
 Lookup tables help maintain constancy and data integrity. The following diagram 
shows a table that lists the states as a lookup for an Address table.","What is the purpose of a linking table in relational design?
",A linking table is used to resolve many-to-many relationships into two one-to-many relationships. It contains a composite key consisting of the foreign keys from the two tables it connects. This allows for maintaining data integrity and consistency in the database design,databases/db2.pdf,5,5
"Appendix D • Common Relational Patterns 187
WEAK ENTITY 
 A weak entity is an entity that depends on another entity for its meaning. For instance, 
the doctor contacts depend on the Doctor table for their meaning. Weak entities are way of dealing with a multivalued attribute such as Contacts or Dependents.   State
PK StateKey
Address
PK AddressKey
FK1 StateKey
FIGURE D-3 Lookup Table 
Doctor
PK DoctorKey
DoctorLastName
DoctorFirstNameDoctorContact
PK DoctorContactKey
DoctorContactTypeDoctorContactInfo
FK1 DoctorKey
FIGURE D-4 Weak Entity 
MASTER DETAIL 
 Typically, many kinds of business transactions are broken into at least two tables. 
One table stores the basic information of the transaction, while the other stores the line-by-line details. If you look at a receipt, you will see the general information at the top: the date, the customer number, the employee number, and so on, and then below that the line-by-line list of what has been purchased. The master table stores the general  information; the detail table stores the specific item information. In the following  example, the Customer table and the Employee table are not pictured, though they are represented in the Sale table as foreign keys.   
Sale
PK SaleKey
SaleDate
CustomerKeyEmployeeKey
SaleDetail
PK SaleDetailKey
Quantity
FK1 SaleKey
FK2 InventoryKeyInventory
PK InventoryKey
InventoryItem
InventoryDescription
FIGURE D-5 Master/Detail","What is a weak entity in a relational database?
","A weak entity is a type of entity in a relational database that depends on another entity, known as the strong entity, for its meaning. Weak entities are used to handle multivalued attributes, such as Contacts or Dependents, and do not have a primary key of their own. Instead, they use a foreign key that references the primary key of the strong entity. In the given context, the Doctor Contacts is an example of a weak entity, which depends on the Doctor table for its meaning",databases/db2.pdf,5,5
"188 Appendix D • Common Relational Patterns
GENERALIZATION/SPECIALIZATION
 The generalization/specialization pattern is used as a way to prevent excessive nulls in 
a table. Different resources have different attributes to describe them. If all were stored in the Resource table, when the resource was a book, the Article and Web attributes would be null. If the resource were an article, most of the Book and Web attributes would be null. In the generalization/specialization pattern, the General table, in this case the Resource table, stores all the common data that is shared by each kind of  resource. The data that is specific to each kind is separated out into the appropriate table. The child tables have a one-to-one relationship with the parent table. (This is very similar to inheritance   in object-oriented programming.)   
Book
PK,FK1 ResourceID
ISBNArticle
PK,FK1 ResourceID
MagazineWeb
PK,FK1 ResourceID
URLResource
PK ResourceID
Title
Type
FIGURE D-6 Generalization/
Specialization
TAKING NORMALIZATION A LITTLE FARTHER 
 Following the logic of normalization, it is possible to argue that Employees and 
Customers are both, first of all, people, and that they all have names and birthdates, and so on. So rather than create a separate Customer table and an Employee table, which means repeating those fields, one can create a single Person table. There is still an Employee table that contains information specific to employees, but it doesn’t contain the Person information. The Employee table is linked through a linking table to the Person table. This has the additional advantage of making it easier to secure personal information from those who don’t need to see it. 
 Addresses can also be seen as a distinct entity, especially since any person can","How does the generalization/specialization pattern prevent excessive nulls in a table?
","The generalization/specialization pattern prevents excessive nulls in a table by storing all the common data that is shared by each kind of resource in the parent table, while separating out the data that is specific to each kind into the appropriate child table. This results in a one-to-one relationship between the child and parent tables, reducing the number of null values",databases/db2.pdf,5,5
"Addresses can also be seen as a distinct entity, especially since any person can 
have multiple addresses. The same goes with contact information. The result of this is a more complex set of tables and relations, but it is more thoroughly normalized, with even less redundancy. The following ERD shows these relations. It also includes the Master/Detail relation. It is also useful to note the product table is separate from the inventory table. This prevents a product from disappearing if it is no longer in inven-tory (the deletion anomaly).","How does separating the product table from the inventory table prevent a product from disappearing if it is no longer in inventory?
","In a relational database model, separating the product table from the inventory table helps prevent the deletion anomaly, which could occur if a product is no longer in inventory and gets deleted accidentally. By keeping the product table separate, the product information remains intact even when the inventory is updated or modified",databases/db2.pdf,5,5
"Actor      A person or program that makes some use of the data-
base. It is useful to look at the database requirements from each actor’s point of view. 
Aggregate Function      An SQL function that operates on several 
rows at a time. These are functions like COUNT  ,  AVG , and  SUM .   
Alias      Providing an alternative name for a column or table in 
SQL to make the results more readable. 
AND        SQL Boolean operator that joins conditions in a  WHERE
clause. With an AND  operator, both conditions must evaluate as 
true for the criteria to be true. 
AS       SQL keyword used to alias columns or tables.   
AS       SQL keyword used to mark the start of the body of a View, 
Stored Procedure, or a Trigger. 
Attribute    A quality that describes or defines some aspect of a 
database entity. Attributes often correspond to the columns in the table created in the physical design process. 
Authentication      Used in Security and Logins. Authentication 
determines if users are who they claim to be. This can be done with user name and password, with certifications, or by other 
means.
Authorization    Authorization is the granting of permissions on 
objects in the database. 
BEGIN        SQL keyword used to begin a block of code.   
BETWEEN        SQL operator used in the  WHERE   clause that returns 
all valuesBETWEEN   two values. It is inclusive of the ends.   
Business Intelligence    Business intelligence involves analyzing 
database data for valuable trends, patterns, or other informa-tion. Many database management systems include suites of 
tools to facilitate this kind of analysis. Business intelligence is 
often associated with data warehousing. 
Business Rule      A business-specific rule about how data is cap-
tured, stored, and/or processed. For instance, a valid grade point must be between 0 and 4.0. 
Cardinality      Cardinality refers to the number of allowed  instances","What is the SQL keyword used to mark the start of the body of a View, Stored Procedure, or a Trigger?
","The SQL keyword used to mark the start of the body of a View, Stored Procedure, or a Trigger is ""AS"". This keyword is used to define the beginning of a block of code in SQL, which is used to create or modify database objects such as views, stored procedures, or triggers",databases/db2.pdf,3,4
"tured, stored, and/or processed. For instance, a valid grade point must be between 0 and 4.0. 
Cardinality      Cardinality refers to the number of allowed  instances 
of a relationship. In the usual cardinality of one to many, for  instance, each record on the one side can have zero to any number 
of records on the many side. Cardinality can be more specific 
however. Each patron at a library can have only 20 items checked out at once. This has a cardinality of 0 to 20. 
CATCH        SQL keyword used in error trapping as part of a  TRY 
CATCH   structure.  CATCH   catches all errors that occur in the  TRY
block and contains any SQL code to deal with those errors. 
Client    An application that calls on a service offered by a server. 
For instance, a Web browser requesting a specific Web page from an Internet server. 
Closed-Ended Question      A question with limited possible 
 responses, such as a multiple choice or a ranking.   
COMMIT        SQL keyword used with  TRANSACTION  .  COMMIT
 executes all SQL statements in the transaction and writes any changes to the database. 
Composite Key      A key that consists of more than one attribute. 
No entity has more than a single key, but that key can consist of multiple attributes. Constraints      Limits on values or actions. For instance, the 
Primary Key constraint limits a column to unique values; a Foreign Key constraint limits the Foreign Key column to values 
that exist in the Primary Key table. 
CREATE        SQL keyword for creating objects such as TABLE, 
VIEW, PROCEDURE, TRIGGER
, and so on. 
Cross Join      An SQL join that joins each row of the first table to 
every row of the second table. Sometimes called a “Cartesian Dump.”   
Crow’s Feet Notation      A type of notation for entity relationships 
in entity relation diagrams that depicts the many side of a rela-tionship with a three-pronged end called a “crows foot.” This 
type of notation provides more information about the cardinality","What is a Crow's Feet Notation in the context of entity relationship diagrams?
","Crow's Feet Notation is a type of notation used in entity relationship diagrams to depict the many side of a relationship with a three-pronged end, known as a ""crows foot."" This notation provides more information about the cardinality of the relationship between entities",databases/db2.pdf,5,5
"in entity relation diagrams that depicts the many side of a rela-tionship with a three-pronged end called a “crows foot.” This 
type of notation provides more information about the cardinality 
of a relationship than the arrow notation for relationships. 
Data integrity    Refers to the accuracy and quality of the data.   
Data Mining      Data mining is the process of querying vast quan-
tities of disparate types of data looking for statistic trends and patterns that provide business intelligence. 
Data Types      Columns in a table are assigned a data type to help 
constrain the data they can contain. Data types basically fall into character type data, numerical data, date and time data, 
and large file data such as pictures or whole documents. Some 
DBMSs add other data types such as XML, geographical, or geometrical data. 
Data Warehouse      A data warehouse is a collection of data from 
disparate sources used in data mining. 
Database Transactions      Every action that occurs in a database 
is a transaction. Transactions are processed as a whole and  either committed or rolled back. Transactions can be manually 
controlled in SQL with the BEGIN TRAN   keywords.   
DDL      Data Definition Language. Refers to that part of SQL that 
is concerned with creating and modifying database objects. 
Declarative Language      A language like SQL where program-
mers declare what   they want to do, not  how  they want to do it.   
DECLARE        SQL keyword used to declare a new SQL variable.   
DEFAULT_DATABASE        SQL keyword used to assign a default 
database to an SQL Login. 
DELETE        SQL keyword used to delete one or more rows 
of data.   
Deletion Anomalies    Where removing data in one table leaves 
data “orphaned” in another table. For example, deleting a  customer leaves orders without a customer making the order. 
Also where deleting a row unintentionally deletes needed","What is a ""crows foot"" in the context of entity relation diagrams?
","In entity relation diagrams, a ""crows foot"" is a three-pronged end that represents the many side of a relationship. This notation provides more information about the cardinality of a relationship than the arrow notation for relationships",databases/db2.pdf,5,5
"data “orphaned” in another table. For example, deleting a  customer leaves orders without a customer making the order. 
Also where deleting a row unintentionally deletes needed 
 information—removing the last item in a category, for instance,  removes the category as well.   
Delimited files      Text files with values separated by a delimiter 
such as a comma or tab. 
Denormalization      The process of combining tables that had 
been separated through the process of normalization in order to improve application performance. 
DESC        SQL keyword used to sort a column in descending order.   
Disaster Recovery Plan      A plan preparing for database and 
business recovery after any of a variety of disasters.    GLOSSARY 
190","What is the process of combining tables that were separated during normalization to improve application performance called?
",The process of combining tables that had been separated through the process of normalization in order to improve application performance is called denormalization,databases/db2.pdf,5,5
"Windows, or on paper. 
FROM        SQL keyword used with a SELECT  statement to specify 
which table or tables are being used. 
Functional Dependencies      When two or more attributes 
 depend on each other for meaning rather than on the table key. These can be spotted by blocks of repetition. They represent 
separate themes and should be broken into separate tables. 
GRANT        SQL keyword used in granting permissions on objects.   
GROUP BY       SQL keyword used for sorting table by given 
columns.
HAVING        SQL keyword used for criteria which include an 
 aggregate function. For example: HAVING AVG(Price)<100.   
IF       SQL keyword used for branching conditions.   
INNER JOIN        SQL keyword used for joining two tables. Inner 
joins return all matching records in both tables. 
INSERT        SQL keyword beginning a statement to insert a record 
into a table. 
Insertion Anomalies      Anomaly where one cannot insert a 
 record because another is required, but one cannot insert that record because it depends on the previous record and so on. 
INTO        SQL keyword used with the  INSERT   statement to specify 
the table where the insertion will occur. 
IS NULL        SQL keywords used in a  WHERE   clause to determine 
if a column value is null or not. LIKE        SQL keyword used in a  WHERE   clause to search for a pat-
tern in character data. Used with wildcards “%” and “_.” The 
wildcard “%” is used for any number of characters; “_” is used 
for a single character. 
Linking entity      An entity used to resolve a many-to-many rela-
tionship into two one-to-many relationships. 
Logical design      The design of a database without regard to the 
physical implementation of the database. 
LOGIN        SQL keyword used in creating a new login to SQL 
Server.
Lookup entity      An entity used to store lookup values such as 
state names or zip codes. 
Management Information System      A database system","What is a lookup entity in a database system?
",A lookup entity in a database system is an entity used to store lookup values such as state names or zip codes. It helps in resolving many-to-many relationships into two one-to-many relationships and simplifies data management,databases/db2.pdf,5,5
